4 29 0 0 0.2 1.9 
4 29 6 0 -0.6 1.1 
4 29 12 0 -6.0 0.8 
4 29 18 0 -9.5 3.7 
4 30 0 0 -8.5 7.8 
4 30 6 0 -6.5 10.6 
4 30 12 0 -5.9 8.0 
4 30 18 0 -0.8 2.7 
5 1 0 0 11.5 -4.9 
5 1 6 0 9.1 -3.6 
5 1 12 0 5.4 -2.2 
5 1 18 0 3.1 -2.1 
5 2 0 0 2.4 -4.0 
5 2 6 0 2.2 -2.6 
5 2 12 0 2.3 -1.9 
5 2 18 0 1.0 4.7 
5 3 0 0 3.2 5.2 
5 3 6 0 0.5 1.1 
5 3 12 0 -4.3 -0.5 
5 3 18 0 -4.8 2.9 
5 4 0 0 -3.1 3.0 
5 4 6 0 -1.4 -0.4 
5 4 12 0 -5.5 -0.1 
5 4 18 0 -4.9 -0.2 
5 5 0 0 -5.5 1.0 
5 5 6 0 -6.4 1.4 
5 5 12 0 -8.7 2.9 
5 5 18 0 -4.7 -1.7 
5 6 0 0 -2.9 -5.4 
5 6 6 0 1.0 -6.4 
5 6 12 0 1.9 -5.9 
5 6 18 0 0.4 0.9 
5 7 0 0 1.5 2.5 
5 7 6 0 1.6 0.2 
5 7 12 0 -2.84217094304e-14 -1.0 
5 7 18 0 -0.7 3.3 
5 8 0 0 1.5 5.5 
5 8 6 0 4.4 -0.9 
5 8 12 0 3.0 -4.5 
5 8 18 0 1.9 2.2 
5 9 0 0 2.4 7.0 
5 9 6 0 2.1 6.1 
5 9 12 0 3.1 8.3 
5 9 18 0 5.1 5.4 
5 10 0 0 6.1 -1.2 
5 10 6 0 1.8 -5.4 
5 10 12 0 -0.5 -2.2 
5 10 18 0 -4.6 1.7 
5 11 0 0 -7.5 -4.4 
5 11 6 0 -7.2 -10.3 
5 11 12 0 -6.9 -11.6 
5 11 18 0 -4.8 -10.2 
5 12 0 0 -2.8 -7.8 
5 12 6 0 0.1 -7.3 
5 12 12 0 -1.0 -7.7 
5 12 18 0 -2.0 -0.6 
5 13 0 0 -1.6 0.2 
5 13 6 0 -5.9 -3.5 
5 13 12 0 -6.1 -5.5 
5 13 18 0 -8.1 -5.4 
5 14 0 0 -5.1 -6.0 
5 14 6 0 -5.4 -9.4 
5 14 12 0 -4.5 -12.8 
5 14 18 0 -3.7 -8.6 
5 15 0 0 -2.4 -3.5 
5 15 6 0 -2.84217094304e-14 -4.2 
5 15 12 0 -0.8 -6.2 
5 15 18 0 -0.8 -1.4 
5 16 0 0 1.5 1.1 
5 16 6 0 3.0 -0.2 
5 16 12 0 -0.1 2.9 
5 16 18 0 -0.5 4.1 
5 17 0 0 2.4 2.2 
5 17 6 0 3.0 -2.0 
5 17 12 0 0.1 -5.2 
5 17 18 0 -1.1 1.1 
5 18 0 0 -1.7 0.5 
5 18 6 0 -3.9 -6.6 
5 18 12 0 1.2 -9.6 
5 18 18 0 2.4 -5.0 
5 19 0 0 1.2 3.6 
5 19 6 0 3.3 4.5 
5 19 12 0 5.8 0.4 
5 19 18 0 1.6 5.8 
5 20 0 0 0.7 6.0 
5 20 6 0 4.5 3.7 
5 20 12 0 9.0 2.3 
5 20 18 0 10.1 4.8 
5 21 0 0 11.5 1.0 
5 21 6 0 8.0 2.0 
5 21 12 0 7.2 4.0 
5 21 18 0 2.6 6.4 
5 22 0 0 -4.2 3.0 
5 22 6 0 1.2 -1.9 
5 22 12 0 2.1 1.6 
5 22 18 0 1.0 7.3 
5 23 0 0 4.4 4.5 
5 23 6 0 4.3 2.5 
5 23 12 0 4.1 1.2 
5 23 18 0 4.2 3.4 
5 24 0 0 5.3 0.7 
5 24 6 0 6.9 -1.9 
5 24 12 0 6.7 -3.3 
5 24 18 0 5.2 -3.5 
5 25 0 0 6.0 -3.2 
5 25 6 0 3.9 -4.4 
5 25 12 0 3.7 -3.8 
5 25 18 0 1.6 -0.1 
5 26 0 0 1.7 0.1 
5 26 6 0 3.1 -0.7 
5 26 12 0 1.6 -3.9 
5 26 18 0 -2.84217094304e-14 3.2 
5 27 0 0 1.4 7.9 
5 27 6 0 3.4 6.1 
5 27 12 0 6.5 6.4 
5 27 18 0 3.5 10.4 
5 28 0 0 3.8 11.8 
5 28 6 0 4.9 8.8 
5 28 12 0 6.2 6.3 
5 28 18 0 4.3 8.9 
5 29 0 0 5.7 1.1 
5 29 6 0 1.6 -9.3 
5 29 12 0 1.4 -7.6 
5 29 18 0 2.3 2.2 
5 30 0 0 5.4 4.2 
5 30 6 0 4.9 2.3 
5 30 12 0 5.7 2.4 
5 30 18 0 7.2 6.3 
5 31 0 0 7.5 2.7 
5 31 6 0 3.1 -2.5 
5 31 12 0 -1.5 -3.6 
5 31 18 0 -2.7 4.1 
6 1 0 0 -1.4 6.7 
6 1 6 0 1.5 4.8 
6 1 12 0 0.2 8.0 
6 1 18 0 2.2 10.4 
6 2 0 0 5.7 9.7 
6 2 6 0 4.7 3.9 
6 2 12 0 4.2 3.7 
