MW01,4340.6,6955.4
DK01,4155.41,7019.86
MM01,4112.5,7114.1
MF02,4419.4,6806.9
DMF1,4223.72,7051.83
BI01,4429.21,6714.85
JC01,4416.7,6757.28
DJ01,4321.33,7008.22
CJ01,4422.77,6807.23
BS02,4203.75,7003.31
AB01,4202.21,7007.88
BM01,4346.9,6930.9
JS06,4229.8,6728.4
BN01,4254.86,7042.57
JA01,4150.92,6955.02
RM04,4158.6,7013.3
ET01,4344.9,7009.85
BF01,4407.6,6809.5
RA01,4415.1,6811.5
DC01,4400.39,6902.37
PW01,4307.89,7037.04
CP01,4347.38,6851.93
